TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Sancta;49229;PPN;GENT;;;;;;;;VALIDATE
Maria;49237;PN;FT;;;;;;;;FOUND
Toledo;49246;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Fita;49318;PPLN;PPT;;;not;;;;;VALIDATE
C'uferuela;49347;PPLN;PPT;;;not;;;;;VALIDATE
Toledo;49440;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Toledo;49895;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
cosa;50172;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Sancho;50420;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Dios;50444;PN;FT;;;;;;;;FOUND
Toledo;50474;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Dios;50588;PN;FT;;;;;;;;FOUND
Castiella;50601;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;50614;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;50624;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;50632;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;50644;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;50655;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;50666;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;50678;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Fita;50768;PPLN;PPT;;;not;;;;;VALIDATE
Toledo;51296;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Sancho;51363;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Alfonso;51453;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yolant;51495;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Berenguella;51546;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Beatriz;51577;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10241696;null;Geonames;FOUND
Odoart;51898;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Henrric;51937;PN;FT;;;;;;;;FOUND
Henrric;51937;PN;FT;;;;;;;;FOUND
Anglatierra;51948;PPLN;PPT;;;not;;;;;VALIDATE
Alfonso;52002;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Alfonso;52029;PN;FT;;;yes;APLN;;;;FOUND
Molina;52040;PN;FT;;;yes;APLN;;;;FOUND
Frederic;52061;PPN;PPT;;;yes;APLN;;;;VALIDATE
Henrric;52084;PN;FT;;;yes;APLN;;;;FOUND
Manuel;52106;PN;FT;;;yes;APLN;;;;FOUND
Ferrando;52127;PN;FT;;;yes;APLN;;;;FOUND
Felipp;52151;PN;FT;;;yes;APLN;;;;FOUND
Seuilla;52169;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Sancho;52191;PN;FT;;;yes;APLN;;;;FOUND
Toledo;52209;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Johan;52251;PN;FT;;;yes;APLN;;;;FOUND
Sanctyago;52271;PPLN;PPT;;;not;;;;;VALIDATE
Aboabdille;52296;PPN;PPT;;;yes;APLN;;;;VALIDATE
Aben;52307;PPLN;GENT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/915817;null;not;;;An ancient place, cited: BAtlas 93 unlocated Aban;Pleiades;VALIDATE
Naçar;52312;PPLN;GENT;http://sws.geonames.org/6359730; ;not;;;null;Geonames;VALIDATE
Rey;52318;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Granada;52326;PLN;FT;http://sws.geonames.org/6357709;Gorad Granada,Grana,Granaada,Granada,Granado,Granata,Graná,Grenada,Grenade,Lungsod ng Granada,Qranada,garanada,ge la na da,ge lan na da,geulanada,ghrnatt,granada,grndh,guranada,jranada,kiranata,kran a da,Γρανάδα,Горад Гранада,Гранаада,Гранада,Ґранада,Գրանադա,גרנדה,جرانادا,غرناطة,غرناطہ,گرانادا,ग्रानाडा,ग्रानादा,গ্রানাডা,ਗਰਾਨਾਦਾ,கிரனாதா,กรานาดา,გრანადა,ግራናዳ,グラナダ,格拉纳达,格蘭納達,그라나다;not;;;null;Geonames;FOUND
Rey;52348;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Mahomat;52366;PN;FT;;;;;;;;FOUND
Aben;52374;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/915817; ;not;;;An ancient place, cited: BAtlas 93 unlocated Aban;Medieval;FOUND
Aben;52387;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/915817; ;not;;;An ancient place, cited: BAtlas 93 unlocated Aban;Medieval;FOUND
Murcia;52404;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Aben;52442;PPN;PPT;;;yes;APLN;;;;VALIDATE
Niebla;52462;PLN;FT;http://sws.geonames.org/6358229; ;not;;;null;Geonames;FOUND
Apparicio;52501;PPN;PPT;;;yes;APLN;;;;VALIDATE
Burgos;52522;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Pero;52544;PPN;PPT;;;yes;APLN;;;;VALIDATE
Palencia;52560;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Remondo;52584;PPN;PPT;;;yes;APLN;;;;VALIDATE
Segouia;52603;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Pero;52626;PPN;PPT;;;yes;APLN;;;;VALIDATE
Siguença;52642;PPLN;PPT;;;not;;;;;VALIDATE
Gil;52666;PPN;PPT;;;yes;APLN;;;;VALIDATE
Osma;52681;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Mathe;52701;PPN;PPT;;;yes;APLN;;;;VALIDATE
Cuenca;52718;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Benito;52740;PPN;PPT;;;yes;APLN;;;;VALIDATE
Auila;52758;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Aznar;52779;PPN;PPT;;;yes;APLN;;;;VALIDATE
Calahorra;52796;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Lop;52821;PPN;PPT;;;yes;APLN;;;;VALIDATE
Cordoua;52836;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Adam;52859;PN;FT;;;yes;APLN;;;;FOUND
Plazencia;52875;PPLN;PPT;;;not;;;;;VALIDATE
Pascual;52900;PPN;PPT;;;yes;APLN;;;;VALIDATE
Jahen;52919;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Cartagena;52960;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Pedryuannes;52985;PPN;PPT;;;yes;APLN;;;;VALIDATE
Maestre;52997;PLN;FT;http://sws.geonames.org/6478142; ;not;;;null;Geonames;FOUND
Orden;53012;UN;UNI;;;not;;;;;UNIDENTIFIED
Calatraua;53021;PN;FT;;;;;;;;FOUND
Castiella;53082;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Garci;53103;PN;FT;;;;;;;;FOUND
Suarez;53109;UN;UNI;;;not;;;;;UNIDENTIFIED
Murcia;53145;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Ferrando;53171;PN;FT;;;;;;;;FOUND
Nunno;53224;PPN;PPT;;;yes;APLN;;;;VALIDATE
Alfonso;53255;PN;FT;;;yes;APLN;;;;FOUND
Rodrigo;53284;PPN;PPT;;;yes;APLN;;;;VALIDATE
Symon;53317;PN;FT;;;yes;APLN;;;;FOUND
Royz;53323;PN;FT;;;;;;;;FOUND
Alfonso;53343;PN;FT;;;yes;APLN;;;;FOUND
Ferrand;53373;PN;FT;;;yes;APLN;;;;FOUND
Royz;53381;PN;FT;;;yes;APLN;;;;FOUND
Castro;53389;PLN;FT;http://pleiades.stoa.org/places/413072; ;yes;PN; ;An ancient place, cited: BAtlas 42 B3 Castro;Medieval;FOUND
Pero;53411;PPN;PPT;;;yes;APLN;;;;VALIDATE
Nunnez;53416;PN;FT;;;;;;;;FOUND
Nunno;53438;PPN;PPT;;;yes;APLN;;;;VALIDATE
Guillem;53444;PN;FT;;;;;;;;FOUND
Pero;53467;PPN;PPT;;;yes;APLN;;;;VALIDATE
Guzman;53472;PN;FT;;;;;;;;FOUND
Rodrigo;53494;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rodrig;53536;PPN;PPT;;;yes;APLN;;;;VALIDATE
Aluarez;53543;PN;FT;;;;;;;;FOUND
Ferrand;53566;PN;FT;;;yes;APLN;;;;FOUND
Garcia;53574;PN;FT;;;;;;;;FOUND
Alfonso;53596;PN;FT;;;yes;APLN;;;;FOUND
Garcia;53604;PN;FT;;;;;;;;FOUND
Diago;53626;PPN;PPT;;;yes;APLN;;;;VALIDATE
Gomez;53632;PN;FT;;;;;;;;FOUND
Gomez;53653;PN;FT;;;yes;APLN;;;;FOUND
Royz;53659;PN;FT;;;;;;;;FOUND
Gaston;53679;PPN;PPT;;;yes;APLN;;;;VALIDATE
Beart;53699;PPLN;PPT;;;not;;;;;VALIDATE
Rey;53719;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Gui;53738;PPN;PPT;;;yes;APLN;;;;VALIDATE
Limoges;53755;PPLN;PPT;;;not;;;;;VALIDATE
Rey;53777;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Alfonso;53810;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Iuan;53823;PPN;PPT;;;yes;APLN;;;;VALIDATE
Garcia;53828;PN;FT;;;;;;;;FOUND
Sancho;53955;PN;FT;;;yes;APLN;;;;FOUND
Martinez;53962;PN;FT;;;yes;APLN;;;;FOUND
Xodar;53974;PPLN;PPT;;;not;;;;;VALIDATE
Garci;54017;PN;FT;;;;;;;;FOUND
Perez;54023;PN;FT;;;;;;;;FOUND
Toledo;54032;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Martin;54083;PN;FT;;;yes;APLN;;;;FOUND
Ferrandez;54090;PN;FT;;;;;;;;FOUND
Leon;54111;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Pero;54131;PPN;PPT;;;yes;APLN;;;;VALIDATE
Ouiedo;54147;PPLN;PPT;;;not;;;;;VALIDATE
C'amora;54179;PPLN;PPT;;;not;;;;;VALIDATE
Pero;54199;PPN;PPT;;;yes;APLN;;;;VALIDATE
Salamanca;54215;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Pedro;54240;PN;FT;;;yes;APLN;;;;FOUND
Astorga;54257;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Leonard;54280;PPN;PPT;;;yes;APLN;;;;VALIDATE
Cibdat;54299;PPLN;PPT;;;not;;;;;VALIDATE
Migael;54321;PPN;PPT;;;yes;APLN;;;;VALIDATE
Lugo;54339;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Johan;54359;PN;FT;;;yes;APLN;;;;FOUND
Orens;54376;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Gil;54397;PPN;PPT;;;yes;APLN;;;;VALIDATE
Tuy;54412;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Johan;54431;PN;FT;;;yes;APLN;;;;FOUND
Mondonnedo;54448;PPLN;GENT;http://sws.geonames.org/6359191; ;not;;;null;Geonames;VALIDATE
Pero;54474;PPN;PPT;;;yes;APLN;;;;VALIDATE
Coria;54490;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Silue;54533;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Pelay;54554;PPN;PPT;;;yes;APLN;;;;VALIDATE
Perez;54560;PN;FT;;;;;;;;FOUND
Maestre;54566;PLN;FT;http://sws.geonames.org/6478142; ;not;;;null;Geonames;FOUND
Orden;54581;UN;UNI;;;not;;;;;UNIDENTIFIED
Sanctyago;54590;PPLN;PPT;;;not;;;;;VALIDATE
Gonçaluo;54611;PN;FT;;;;;;;;FOUND
Morant;54620;UN;UNI;;;not;;;;;UNIDENTIFIED
Suero;54706;UN;UNI;;;not;;;;;UNIDENTIFIED
Perez;54712;PN;FT;;;;;;;;FOUND
Notario;54718;UN;UNI;;;not;;;;;UNIDENTIFIED
Rey;54731;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Rodrig;54758;PPN;PPT;;;yes;APLN;;;;VALIDATE
Alfonso;54765;PN;FT;;;;;;;;FOUND
Martin;54788;PN;FT;;;yes;APLN;;;;FOUND
Alfonso;54795;PN;FT;;;;;;;;FOUND
Rodrigo;54818;PPN;PPT;;;yes;APLN;;;;VALIDATE
Gomez;54826;PN;FT;;;;;;;;FOUND
Rodrigo;54847;PPN;PPT;;;yes;APLN;;;;VALIDATE
Johan;54877;PN;FT;;;yes;APLN;;;;FOUND
Perez;54883;PN;FT;;;;;;;;FOUND
Ferand;54904;PPN;PPT;;;yes;APLN;;;;VALIDATE
Martin;54934;PN;FT;;;yes;APLN;;;;FOUND
Gil;54941;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Andreo;54960;PPN;PPT;;;yes;APLN;;;;VALIDATE
Sanctyago;54982;PPLN;PPT;;;not;;;;;VALIDATE
Gonçaluo;55007;PN;FT;;;yes;APLN;;;;FOUND
Rodrigo;55039;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rodriguez;55047;PN;FT;;;;;;;;FOUND
Aluar;55072;PN;FT;;;yes;APLN;;;;FOUND
Diaz;55078;PN;FT;;;;;;;;FOUND
Pelay;55098;PPN;PPT;;;yes;APLN;;;;VALIDATE
Perez;55104;PN;FT;;;;;;;;FOUND
Millan;55121;UN;UNI;;;not;;;;;UNIDENTIFIED
Ayllon;55131;PPLN;PPT;;;not;;;;;VALIDATE
Alfonso;55182;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Alfonso;55271;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Dios;55297;PN;FT;;;;;;;;FOUND
Castiella;55310;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;55323;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;55333;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;55341;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuillia;55353;PLN;FT;;Sevilla;not;;; ;Medieval;FOUND
Cordoua;55365;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;55376;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;55388;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Sancho;55408;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Toledo;55451;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Fita;55494;PPLN;PPT;;;not;;;;;VALIDATE
Garci;55605;PN;FT;;;;;;;;FOUND
Martinez;55611;PN;FT;;;yes;APLN;;;;FOUND
Toledo;55623;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Sancho;55944;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Toledo;56009;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Johan;56296;PN;FT;;;;;;;;FOUND
Perez;56302;PN;FT;;;;;;;;FOUND
Cuenca;56311;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Alfonso;56362;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Alfonso;56451;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;56476;PN;FT;;;;;;;;FOUND
Castiella;56489;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;56502;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;56512;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;56520;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;56532;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;56543;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;56554;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;56566;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Yolant;56599;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Berenguella;56649;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Beatriz;56680;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10241696;null;Geonames;FOUND
Cuenca;56760;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
cosa;57534;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Dios;57553;PN;FT;;;;;;;;FOUND
Odoart;58047;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Henrric;58086;PN;FT;;;;;;;;FOUND
Henrric;58086;PN;FT;;;;;;;;FOUND
Anglatierra;58097;PPLN;PPT;;;not;;;;;VALIDATE
Alfonso;58151;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Alfonso;58200;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yolant;58242;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Berenguella;58292;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Beatriz;58323;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10241696;null;Geonames;FOUND
Sancho;58494;PN;FT;;;yes;APLN;;;;FOUND
Toledo;58512;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Rey;58536;PLN;FT;http://sws.geonames.org/3111903;Rey,Santa Eulalia;not;;;null;Geonames;FOUND
Felipp;58552;PN;FT;;;yes;APLN;;;;FOUND
Seuilla;58570;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Alfonsso;58590;PN;FT;;;yes;APLN;;;;FOUND
Molina;58602;PN;FT;;;yes;APLN;;;;FOUND
Frederich;58621;PPN;PPT;;;yes;APLN;;;;VALIDATE
Henrrich;58643;PPN;PPT;;;yes;APLN;;;;VALIDATE
Aboabdille;58664;PPN;PPT;;;yes;APLN;;;;VALIDATE
Naçar;58681;PPLN;GENT;http://sws.geonames.org/6359730; ; ; ; ;null;Geonames;VALIDATE
Granada;58694;PLN;FT;http://sws.geonames.org/6357709;Gorad Granada,Grana,Granaada,Granada,Granado,Granata,Graná,Grenada,Grenade,Lungsod ng Granada,Qranada,garanada,ge la na da,ge lan na da,geulanada,ghrnatt,granada,grndh,guranada,jranada,kiranata,kran a da,Γρανάδα,Горад Гранада,Гранаада,Гранада,Ґранада,Գրանադա,גרנדה,جرانادا,غرناطة,غرناطہ,گرانادا,ग्रानाडा,ग्रानादा,গ্রানাডা,ਗਰਾਨਾਦਾ,கிரனாதா,กรานาดา,გრანადა,ግራናዳ,グラナダ,格拉纳达,格蘭納達,그라나다;not;;;null;Geonames;FOUND
Apparicio;58731;PPN;PPT;;;yes;APLN;;;;VALIDATE
Burgos;58752;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Pero;58771;PPN;PPT;;;yes;APLN;;;;VALIDATE
Palencia;58787;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Remondo;58808;PPN;PPT;;;yes;APLN;;;;VALIDATE
Segouia;58827;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Pero;58847;PPN;PPT;;;yes;APLN;;;;VALIDATE
Siguença;58863;PPLN;PPT;;;not;;;;;VALIDATE
Gil;58884;PPN;PPT;;;yes;APLN;;;;VALIDATE
Osma;58899;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Mathe;58916;PPN;PPT;;;yes;APLN;;;;VALIDATE
Cuenca;58933;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Benito;58952;PPN;PPT;;;yes;APLN;;;;VALIDATE
Auila;58970;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Aznar;58988;PPN;PPT;;;yes;APLN;;;;VALIDATE
Calahorra;59005;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Lopp;59027;PPN;PPT;;;yes;APLN;;;;VALIDATE
Cordoua;59043;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Adam;59063;PN;FT;;;yes;APLN;;;;FOUND
Plazencia;59079;PPLN;PPT;;;not;;;;;VALIDATE
Paschual;59101;PPN;PPT;;;yes;APLN;;;;VALIDATE
Jahen;59121;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Carthagena;59159;PPLN;GENT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;VALIDATE
Pedriuanes;59182;PPN;PPT;;;yes;APLN;;;;VALIDATE
Calatraua;59217;PN;FT;;;;;;;;FOUND
Nunno;59239;PPN;PPT;;;yes;APLN;;;;VALIDATE
Alfonsso;59267;PN;FT;;;yes;APLN;;;;FOUND
Rodrigo;59294;PPN;PPT;;;yes;APLN;;;;VALIDATE
Simon;59324;PN;FT;;;yes;APLN;;;;FOUND
Royz;59330;PN;FT;;;;;;;;FOUND
Alfonsso;59347;PN;FT;;;yes;APLN;;;;FOUND
Ferrand;59376;PN;FT;;;yes;APLN;;;;FOUND
Royz;59384;PN;FT;;;yes;APLN;;;;FOUND
Castro;59392;PLN;FT;http://pleiades.stoa.org/places/413072; ;yes;PN; ;An ancient place, cited: BAtlas 42 B3 Castro;Medieval;FOUND
Pero;59411;PPN;PPT;;;yes;APLN;;;;VALIDATE
Nunnez;59416;PN;FT;;;;;;;;FOUND
Nunno;59435;PPN;PPT;;;yes;APLN;;;;VALIDATE
Guillem;59441;PN;FT;;;;;;;;FOUND
Pero;59461;PPN;PPT;;;yes;APLN;;;;VALIDATE
Guzman;59466;PN;FT;;;;;;;;FOUND
Rodrigo;59485;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rodrigo;59524;PPN;PPT;;;yes;APLN;;;;VALIDATE
Aluarez;59532;PN;FT;;;;;;;;FOUND
Ferrand;59552;PN;FT;;;yes;APLN;;;;FOUND
Garcia;59560;PN;FT;;;;;;;;FOUND
Alfonso;59579;PN;FT;;;yes;APLN;;;;FOUND
Garcia;59587;PN;FT;;;;;;;;FOUND
Diago;59606;PPN;PPT;;;yes;APLN;;;;VALIDATE
Gomez;59612;PN;FT;;;;;;;;FOUND
Gomez;59630;PN;FT;;;yes;APLN;;;;FOUND
Royz;59636;PN;FT;;;;;;;;FOUND
Gutier;59653;PPN;PPT;;;yes;APLN;;;;VALIDATE
Suer;59679;PPN;PPT;;;yes;APLN;;;;VALIDATE
Alfonsso;59704;PN;FT;;;yes;APLN;;;;FOUND
Costantinopla;59746;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;;null;Freeling;FOUND
Berenguella;59786;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Loys;59835;PN;FT;;;yes;APLN;;;;FOUND
Belmont;59900;PPLN;PPT;;;not;;;;;VALIDATE
Johan;59937;PN;FT;;;yes;APLN;;;;FOUND
Montfort;60003;PPLN;PPT;;;not;;;;;VALIDATE
Mahomath;60041;PN;FT;;;yes;APLN;;;;FOUND
Mahomath;60056;PN;FT; ; ;not; ; ; ; ;FOUND
Murcia;60082;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Gaston;60118;PPN;PPT;;;yes;APLN;;;;VALIDATE
Beart;60138;PPLN;PPT;;;not;;;;;VALIDATE
Guy;60173;PPN;PPT;;;yes;APLN;;;;VALIDATE
Limoges;60190;PPLN;PPT;;;not;;;;;VALIDATE
Iuan;60255;PPN;PPT;;;yes;APLN;;;;VALIDATE
Garcia;60260;PN;FT;;;;;;;;FOUND
Johan;60313;PN;FT;;;yes;APLN;;;;FOUND
Sanctiago;60333;PPLN;PPT;;;not;;;;;VALIDATE
Manuel;60375;PN;FT;;;yes;APLN;;;;FOUND
Ferrando;60394;PN;FT;;;yes;APLN;;;;FOUND
Loys;60415;PN;FT;;;yes;APLN;;;;FOUND
Aben;60432;PPN;PPT;;;yes;APLN;;;;VALIDATE
Niebla;60453;PLN;FT;http://sws.geonames.org/6358229; ;not;;;null;Geonames;FOUND
Martin;60489;PN;FT;;;yes;APLN;;;;FOUND
Leon;60507;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
